file name,Total Branches,Misprediction Rate,# of Mispredictions
gcc-short.br.txt,1000,0.475,475
art.br.txt,15061011,0.2664315164499913,4012728
sjeng.br.txt,17102954,0.34224239859383354,5853356
sphinx3.br.txt,17826992,0.47294922216827157,8431262
mcf.br.txt,19518883,0.4402589021103308,8593362
